Var1,main_folder1,main_folder2,sub_folder1,sub_folder2,permute_number,folder_pair_index,processing_time,feature_count,feature_types
0.776,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute18_WINS_BINS_match,permute18_FC_BOLD_match,18,1,1768528565.63658,364,BNC+WNC+FC+BOLD
0.848,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute190_WINS_BINS_match,permute190_FC_BOLD_match,190,1,1768528578.0576,364,BNC+WNC+FC+BOLD
0.787166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute191_WINS_BINS_match,permute191_FC_BOLD_match,191,1,1768528578.03043,364,BNC+WNC+FC+BOLD
0.869166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute192_WINS_BINS_match,permute192_FC_BOLD_match,192,1,1768528575.88587,364,BNC+WNC+FC+BOLD
0.734833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute193_WINS_BINS_match,permute193_FC_BOLD_match,193,1,1768528576.41944,364,BNC+WNC+FC+BOLD
0.772833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute194_WINS_BINS_match,permute194_FC_BOLD_match,194,1,1768528575.21686,364,BNC+WNC+FC+BOLD
0.8005,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute195_WINS_BINS_match,permute195_FC_BOLD_match,195,1,1768528575.32959,364,BNC+WNC+FC+BOLD
0.829666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute196_WINS_BINS_match,permute196_FC_BOLD_match,196,1,1768528578.58747,364,BNC+WNC+FC+BOLD
0.7985,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute197_WINS_BINS_match,permute197_FC_BOLD_match,197,1,1768528578.43223,364,BNC+WNC+FC+BOLD
0.802166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute198_WINS_BINS_match,permute198_FC_BOLD_match,198,1,1768528578.48988,364,BNC+WNC+FC+BOLD
0.7495,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute199_WINS_BINS_match,permute199_FC_BOLD_match,199,1,1768528578.11584,364,BNC+WNC+FC+BOLD
0.849166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute19_WINS_BINS_match,permute19_FC_BOLD_match,19,1,1768528572.83152,364,BNC+WNC+FC+BOLD
0.7985,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute1_WINS_BINS_match,permute1_FC_BOLD_match,1,1,1768528341.68164,364,BNC+WNC+FC+BOLD
0.714666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute200_WINS_BINS_match,permute200_FC_BOLD_match,200,1,1768528579.16631,364,BNC+WNC+FC+BOLD
0.800833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute201_WINS_BINS_match,permute201_FC_BOLD_match,201,1,1768528579.53439,364,BNC+WNC+FC+BOLD
0.794666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute202_WINS_BINS_match,permute202_FC_BOLD_match,202,1,1768528579.08971,364,BNC+WNC+FC+BOLD
0.737666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute203_WINS_BINS_match,permute203_FC_BOLD_match,203,1,1768528579.27491,364,BNC+WNC+FC+BOLD
0.765833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute204_WINS_BINS_match,permute204_FC_BOLD_match,204,1,1768528580.8479,364,BNC+WNC+FC+BOLD
0.7845,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute205_WINS_BINS_match,permute205_FC_BOLD_match,205,1,1768528580.70008,364,BNC+WNC+FC+BOLD
0.829166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute206_WINS_BINS_match,permute206_FC_BOLD_match,206,1,1768528580.772,364,BNC+WNC+FC+BOLD
0.8375,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute207_WINS_BINS_match,permute207_FC_BOLD_match,207,1,1768528580.74115,364,BNC+WNC+FC+BOLD
0.7735,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute208_WINS_BINS_match,permute208_FC_BOLD_match,208,1,1768528585.90693,364,BNC+WNC+FC+BOLD
